TITLE,NBR_VOTES,AUTHOR,TAGS,NBR_REPONSES,AUTHOR_IMAGE,PUBLICATION_DATE,LIEN_QUESTION,NBR_VIEWS
how to get the views to count down accurately,1,piano0011,"php,mysql",0,https://www.gravatar.com/avatar/7d57098e162727049e16bf3aa07c8ddd?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911124/how-to-get-the-views-to-count-down-accurately,51 views
How to create a multiple select option in html for choosing different files when user clicks on “+” sign,-1,snehil singh,html,1,https://www.gravatar.com/avatar/43263bc9e7e1acf4f29fec1a5f0b5801?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911123/how-to-create-a-multiple-select-option-in-html-for-choosing-different-files-when,28 views
How to fix error while creating report (jacoco),0,Miko89,"java,jacoco",0,https://www.gravatar.com/avatar/aa1bc282931de76e2697d1de6630a08d?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911122/how-to-fix-error-while-creating-report-jacoco,11 views
Make output files from different input files,0,Edvin Šimić,"python-3.x,pandas",2,https://graph.facebook.com/10215349824953271/picture?type=large,2 hours ago,https://stackoverflow.com/questions/53911121/make-output-files-from-different-input-files,26 views
How to set wallpaper without making a few black on screen,0,Nine,android,1,https://www.gravatar.com/avatar/8b257b60186ba4c70be71e5202f0261c?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911119/how-to-set-wallpaper-without-making-a-few-black-on-screen,34 views
Facing session issue with alexa sdk v1,0,kunal,"node.js,aws-lambda,alexa,alexa-skills-kit",0,https://www.gravatar.com/avatar/3e3ba5352f43b7be1c21d73289a53842?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911118/facing-session-issue-with-alexa-sdk-v1,10 views
Rule tools using php [on hold],-3,Elia Ibrahem,"php,laravel",0,https://www.gravatar.com/avatar/a7a1cdcb2c65d8ac514905b63ca43161?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911117/rule-tools-using-php,29 views
how to write command lines for install packages in package manager console of vs2017,0,Jianfeng,"visual-studio-2017,nuget",1,https://lh4.googleusercontent.com/-w6VfJKKjFHE/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-hJA1KyJPJKXTDD7esMHqdnFHVHog/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911116/how-to-write-command-lines-for-install-packages-in-package-manager-console-of-vs,11 views
Top 20px padding in UIViewController when laying out view programatically,0,entropy.maximum,"uiview,uiviewcontroller,safearealayoutguide,uinavigation",0,https://www.gravatar.com/avatar/8fdd33137ee7c945ce4ebc16604d720d?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911114/top-20px-padding-in-uiviewcontroller-when-laying-out-view-programatically,11 views
In Machine Learning How should I auto update predefined labels,0,Abhijit Manepatil,"python,machine-learning,nlp,label,data-analysis",0,https://lh3.googleusercontent.com/--yY69tnYPLY/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-g2epnDj-8ft7P_ZJT4zCbx4P7JvQ/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911113/in-machine-learning-how-should-i-auto-update-predefined-labels,10 views
How to get the value of a radio button in razor to pass it as a parameter to an action?,0,Carlos,"javascript,c#,jquery,razor,asp.net-mvc-5",2,https://i.stack.imgur.com/zpkb9.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911110/how-to-get-the-value-of-a-radio-button-in-razor-to-pass-it-as-a-parameter-to-an,38 views
create an output for weekend in datepicker PHP,1,Fzstyle,"javascript,php",1,https://lh3.googleusercontent.com/-wYNU7XgZisA/AAAAAAAAAAI/AAAAAAAANcw/4rVEAWUVI2U/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911109/create-an-output-for-weekend-in-datepicker-php,37 views
current route in Angular js,2,Danil Pyatnitsev,"angularjs,angular-routing",1,https://www.gravatar.com/avatar/d424665f1f96bbf49a74da036ebde03a?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911108/current-route-in-angular-js,38 views
vue.js element ui bind boolean data to selection column,0,Omer Çiftçi,"javascript,vue.js,bind,element,table",1,https://lh6.googleusercontent.com/-JLIqyRV7A20/AAAAAAAAAAI/AAAAAAAAAI0/E9NHPXfHH7E/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911105/vue-js-element-ui-bind-boolean-data-to-selection-column,9 views
Gradle composite build `Cannot add task 'wrapper' as a task with that name already exists.`,0,tekumara,"gradle,gradlew",0,https://www.gravatar.com/avatar/eaa024a19e43885de663cd7226a77f8f?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911102/gradle-composite-build-cannot-add-task-wrapper-as-a-task-with-that-name-alrea,8 views
Whitelabel Error Page - application has no explicit mapping for /error,0,Shivam Aggarwal,"java,spring-boot,spring-data-jpa,spring-boot-starter",1,https://www.gravatar.com/avatar/c978d5de85a904fd1a651b63e7063f69?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911100/whitelabel-error-page-application-has-no-explicit-mapping-for-error,18 views
kernel-devel installation using puppet throw error,0,Developer,puppet,0,https://www.gravatar.com/avatar/d01e3d817151ab253b3c154339ebe197?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911091/kernel-devel-installation-using-puppet-throw-error,9 views
Cron job in my ubuntu server does not start,0,Manuel Santi,"python-3.x,cron,ubuntu-server",1,https://graph.facebook.com/103870736811469/picture?type=large,2 hours ago,https://stackoverflow.com/questions/53911090/cron-job-in-my-ubuntu-server-does-not-start,11 views
Detecting test purchases in the response of InApp billing library [android],0,Swapnil,"android,in-app-purchase,in-app-billing,in-app-subscription",0,https://i.stack.imgur.com/28ZBU.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911084/detecting-test-purchases-in-the-response-of-inapp-billing-library-android,14 views
How to call cordova plugin in webview,0,Dafei Chen,"ios,objective-c",0,https://lh5.googleusercontent.com/-ejAz9BDhXVg/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcajqZnA-EoaPPVmZ5bnkhThobDWEw/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911083/how-to-call-cordova-plugin-in-webview,9 views
Need to verify date span condition with PL/SQL query,1,Silpa M,plsql,1,https://lh5.googleusercontent.com/-eX9f3isYP50/AAAAAAAAAAI/AAAAAAAAAG8/3o9sxoOCiSY/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911082/need-to-verify-date-span-condition-with-pl-sql-query,14 views
how to fix auth guard issue that doesn't resolve properly,0,pepe,"google-cloud-firestore,angular6",0,https://i.stack.imgur.com/2Ej9s.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911080/how-to-fix-auth-guard-issue-that-doesnt-resolve-properly,9 views
serializer = objectserializer (data = request.data) how to add initial data for one field of serializer,0,Adriana,django,0,https://www.gravatar.com/avatar/b9ec340aa7e36546a6c2863dc8f11c25?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911079/serializer-objectserializer-data-request-data-how-to-add-initial-data-for,11 views
Koin re-injecting an instance after closing,0,Rajat Beck,"android,dependency-injection,koin",0,https://i.stack.imgur.com/dWAm4.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911073/koin-re-injecting-an-instance-after-closing,9 views
copy strings that match pattern from row in dataframe and put into new column in new dataframe,0,DharmaDaniel,"r,dataframe,match",2,https://lh3.googleusercontent.com/-AK4I03BvLFM/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaVn_uI7h6esqvB75L5nHkiJwXj-A/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911071/copy-strings-that-match-pattern-from-row-in-dataframe-and-put-into-new-column-in,25 views
How to stream getDisplayMedia faster using webm and blobs,0,subhfyu546754,"video-streaming,webrtc,media-source,get-display-media",0,https://graph.facebook.com/100000754170769/picture?type=large,2 hours ago,https://stackoverflow.com/questions/53911067/how-to-stream-getdisplaymedia-faster-using-webm-and-blobs,4 views
How do we display Yaml file in UI using reactjs?,0,karishma gudla,reactjs,1,https://lh6.googleusercontent.com/-jwptgR-alqs/AAAAAAAAAAI/AAAAAAAAABY/8kBhFAUUOTM/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911066/how-do-we-display-yaml-file-in-ui-using-reactjs,13 views
How to find a specific warning in the whole project,2,Alireza Noorali,"android,android-studio,warnings",1,https://lh6.googleusercontent.com/-0ykZumduPX4/AAAAAAAAAAI/AAAAAAAAAA8/RQMECmLfpwE/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911058/how-to-find-a-specific-warning-in-the-whole-project,42 views
How do I make Eureka client to use host machine's IP instead of Docker container's IP?,2,Abhilash Gopal,"docker,spring-cloud,netflix-eureka",1,https://www.gravatar.com/avatar/35b09750959d6520d7fa92e7beefa934?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911057/how-do-i-make-eureka-client-to-use-host-machines-ip-instead-of-docker-container,13 views
Can this fixed-width to csv made faster/better? [on hold],-1,Armand,c,0,https://www.gravatar.com/avatar/c0a0a9253a146ad7a0e9e264035e23e3?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911053/can-this-fixed-width-to-csv-made-faster-better,28 views
How to write cucumber json report in HDFS,0,Anuj Singhal,"scala,apache-spark,cucumber,hdfs,bigdata",0,https://www.gravatar.com/avatar/f1f0eb9a223460aedd4fc4c37bb9e1e6?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911050/how-to-write-cucumber-json-report-in-hdfs,7 views
Finding root of a function containing an array using uniroot.all,1,andy,r,2,https://www.gravatar.com/avatar/b95951825e080b016c7b488299e92b47?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911048/finding-root-of-a-function-containing-an-array-using-uniroot-all,27 views
Multi thread Web API application,0,Alex,"c#,multithreading,iis,asp.net-web-api,performance-testing",0,https://www.gravatar.com/avatar/958db005e9c5216e82e4e346174bb6bb?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911047/multi-thread-web-api-application,33 views
how to remove a currupted shard from mongodb sharding cluster,0,depeng ji,mongodb,0,https://lh5.googleusercontent.com/-sJp2VkIXlc0/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYNSOVmCv9pSOv7Iyi8SRIrr9r1Ew/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911045/how-to-remove-a-currupted-shard-from-mongodb-sharding-cluster,9 views
What are the default location for an anaconda / miniconda installations on Windows?,0,Bence Tamás,"python,windows,anaconda,conda,miniconda",1,https://lh5.googleusercontent.com/-GgmynJNxpr8/AAAAAAAAAAI/AAAAAAAABxI/xMSeiJMvxWY/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911041/what-are-the-default-location-for-an-anaconda-miniconda-installations-on-windo,15 views
Oracle - Performance between Regexp_substr and Instr,0,thewindlove123,"performance,compare,regexp-substr",0,https://lh6.googleusercontent.com/-gYbSwgGcol8/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcb83nfPvr3wrBGTx6XvUOlOMQg2Fg/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911040/oracle-performance-between-regexp-substr-and-instr,9 views
PHP what does IF(x & y) mean? [duplicate],0,Dean Strydom,"php,if-statement",0,https://lh4.googleusercontent.com/-waPAloHHVXE/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jm-4qt1YFhIZNI_rOSZuiaJNpAhA/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911038/php-what-does-ifx-y-mean,29 views
The height of the weex <text> component is not accurate,0,leijmin,"ios,weex",0,https://lh6.googleusercontent.com/-iChWClbc9b0/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-j3wF19kd__vrKsLQr54xzjfjelzQ/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911036/the-height-of-the-weex-text-component-is-not-accurate,10 views
qml file can't call function to pyd file,1,Sean Lin,"python,qt,qml,cython,pyside2",0,https://lh3.googleusercontent.com/-nz5vDsK3ubo/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcadCGxAi7pt_sWpJtELlJakHlECDQ/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911032/qml-file-cant-call-function-to-pyd-file,19 views
Hosting Masstransit in Azure,0,Thomas,"azure,azure-functions,azure-web-app-service,masstransit",0,https://www.gravatar.com/avatar/1eac0bba7ad6321d53e96c9caa9faf0e?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911029/hosting-masstransit-in-azure,8 views
What is the alternative for slimmer in Python 3?,0,Bharat Chawla,"python,python-3.x",1,https://lh4.googleusercontent.com/-T2YT_YD0Evw/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DU97Zb3PI59Dan2t6TbG8oe76xsxA/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911028/what-is-the-alternative-for-slimmer-in-python-3,23 views
Getting error while ingesting a nested Avro in a MS SQL table using kafka-connect-jdbc in kafka,0,rahul gulati,"sql-server,jdbc,avro,apache-kafka-connect,confluent",0,https://www.gravatar.com/avatar/51fe54458f39e449b49e8e9b36669f44?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911027/getting-error-while-ingesting-a-nested-avro-in-a-ms-sql-table-using-kafka-connec,13 views
set time out for reactstrap collapse,0,MohammadJavad Seyyedi,"reactjs,reactstrap",0,https://i.stack.imgur.com/qjtu7.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911023/set-time-out-for-reactstrap-collapse,12 views
Delete tag in html and other tags associated with HTML,-1,user10798725,html,0,https://www.gravatar.com/avatar/53cbb0eb747fe8d3a0aff660e58d1554?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911020/delete-tag-in-html-and-other-tags-associated-with-html,19 views
Programmatically update value of an @Input variable in Angular 2,0,Prateek Gangopadhyay,"angular2-components,angular2-ngmodel",0,https://graph.facebook.com/10204541569474057/picture?type=large,2 hours ago,https://stackoverflow.com/questions/53911015/programmatically-update-value-of-an-input-variable-in-angular-2,9 views
Missing “<ec:InclusiveNamespaces ..” in AuthnRequest SAML request,0,Faris Rjoub,"c#,single-sign-on,saml-2.0",0,https://i.stack.imgur.com/LajoK.png?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911014/missing-ecinclusivenamespaces-in-authnrequest-saml-request,7 views
standalone react-native module with cocoapods dependency,1,jasan,"ios,reactjs,react-native,cocoapods",0,https://i.stack.imgur.com/ROkIz.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53911013/standalone-react-native-module-with-cocoapods-dependency,15 views
I have two date fields namely start and end dates. I need to find the duration between these two dates in terms of days and days in month,-5,Samvid,"java,date",1,https://www.gravatar.com/avatar/50b8b0fb0811509ed9e054a5868f276d?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911012/i-have-two-date-fields-namely-start-and-end-dates-i-need-to-find-the-duration-b,39 views
Select with column that no in the group by SQL Server,1,Ayal,"sql,sql-server",2,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911011/select-with-column-that-no-in-the-group-by-sql-server,44 views
How does printf know the end of the tokens of strtok while printing them out?,0,Sami,"c,printf,c-strings,strtok",0,https://www.gravatar.com/avatar/01b4cc98cf0de6ae66a405dc08467222?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911009/how-does-printf-know-the-end-of-the-tokens-of-strtok-while-printing-them-out,24 views
Data type for IP address column in Big query,-1,Indhushree,google-bigquery,0,https://www.gravatar.com/avatar/317a7595d07a6bcfa1bccd54cedb4406?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53911007/data-type-for-ip-address-column-in-big-query,8 views
How to count occurrences of an element in a Swift array of objects with different conditions,0,raddaoui,"ios,arrays,swift,find-occurrences",0,https://www.gravatar.com/avatar/32384a137063cef22b45998b835a7584?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911002/how-to-count-occurrences-of-an-element-in-a-swift-array-of-objects-with-differen,41 views
"How to association model with self , I get this error ( FactoryBot::AssociationDefinitionError: Self-referencing association)",0,decks sun,"associations,factory-bot,self-reference",0,https://lh6.googleusercontent.com/-RdO_ntFg4WE/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYo_KqIYpLq-9xRsucCi836VWm09Q/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53911001/how-to-association-model-with-self-i-get-this-error-factorybotassociationd,9 views
Update Netbeans 8.1 module project template,1,user2205382,netbeans,0,https://www.gravatar.com/avatar/b20a6e401379141e14c3904520ff3064?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53911000/update-netbeans-8-1-module-project-template,6 views
Move closing </a> tag to the end of a containing element,7,Pixelstyle,"javascript,jquery",6,https://graph.facebook.com/100000363558575/picture?type=large,2 hours ago,https://stackoverflow.com/questions/53910994/move-closing-a-tag-to-the-end-of-a-containing-element,135 views
Digital ocean file access count,0,hondvryer,"cloud,digital-ocean,spaces,file-access",0,https://lh3.googleusercontent.com/-uMzlaD5T7nE/AAAAAAAAAAI/AAAAAAAACjk/C6w8I-9f3SU/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910993/digital-ocean-file-access-count,5 views
Location call backs not stopping after calling removeLocationUpdates,1,Shaunak Srivastava,"java,android,fusedlocationproviderapi",0,https://www.gravatar.com/avatar/a494f24fcdf22c326413c1069fd52226?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910991/location-call-backs-not-stopping-after-calling-removelocationupdates,19 views
How can i add the options of a REST call to a header as a parameter?,0,K.Til,"apache-camel,esb,blueprint-osgi",0,https://www.gravatar.com/avatar/4b455769d66acf7bf168006eb130c7fb?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910988/how-can-i-add-the-options-of-a-rest-call-to-a-header-as-a-parameter,10 views
Hyperledger Orderer is not working with kafka,0,Adnan Iftekhar,"apache-kafka,hyperledger",0,https://lh6.googleusercontent.com/-5YssJgn0BuI/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DW_1e2FkkQmoSQV6b9PplPE6q6J0w/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910987/hyperledger-orderer-is-not-working-with-kafka,6 views
Is this a safe way to prevent database injection?,0,l008com,"mysql,database,security,sql-injection",1,https://i.stack.imgur.com/ikamD.png?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910983/is-this-a-safe-way-to-prevent-database-injection,24 views
Client fails to connect ejabberd with SSL on port 5223,0,Mehdi,"ssl,ejabberd",0,https://i.stack.imgur.com/XPqkE.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910981/client-fails-to-connect-ejabberd-with-ssl-on-port-5223,8 views
lambda task timed out error while using rekognition,0,Akash sharma,"amazon-web-services,react-native,aws-lambda,serverless-framework,amazon-rekognition",0,https://www.gravatar.com/avatar/cd05619cdf8f15c8237ce44933479810?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910973/lambda-task-timed-out-error-while-using-rekognition,16 views
Easier way of doing the array_sum?,0,Joshua Nightingale,"php,arrays,array-sum",3,https://lh3.googleusercontent.com/-txo-YonThxE/AAAAAAAAAAI/AAAAAAAAAGI/ocAIa50yJf8/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910972/easier-way-of-doing-the-array-sum,49 views
Android make 10dp gradient border for ImageViews,0,DolDurma,"android,android-layout,android-shape",1,https://i.stack.imgur.com/8Yfo5.png?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910971/android-make-10dp-gradient-border-for-imageviews,40 views
"I am trying to learn mongoose for my project , so I am confuse where we should mention the collection name in the schema?",0,Piyush Pandey,"node.js,express,mongoose,mongoose-schema",1,https://www.gravatar.com/avatar/89f07c733c58840a8721c55477f1a72e?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910967/i-am-trying-to-learn-mongoose-for-my-project-so-i-am-confuse-where-we-should-m,19 views
TypeError: Cannot read property 'setDate' of undefined,0,Vivek  Ghanchi,"node.js,mongodb,express,mean-stack",2,https://lh3.googleusercontent.com/-NcAffXInVFY/AAAAAAAAAAI/AAAAAAAAChk/nt8FVNRiW7A/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910966/typeerror-cannot-read-property-setdate-of-undefined,14 views
"Redux, React for single page application login and logout",0,DolanTheMFWizard,"reactjs,redux,react-redux",0,https://www.gravatar.com/avatar/c26d7e6d883d780c0aa292d991d895e3?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910965/redux-react-for-single-page-application-login-and-logout,28 views
How to get function pointer arguments names using clang LibTooling?,2,Shens,"c++,clang,llvm,libtooling",1,https://www.gravatar.com/avatar/0040e7fa8119d42722f662ab064b1989?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53910964/how-to-get-function-pointer-arguments-names-using-clang-libtooling,30 views
Special cumulative occurence count,2,Warren,"python,pandas,dataframe",1,https://www.gravatar.com/avatar/ab03c10a338d1418110b52c9e43bfe99?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910963/special-cumulative-occurence-count,36 views
Data table is not generated when I attempt to add a connection,0,FreddieMercury,"database,model-view-controller,code-first,scaffolding",0,https://www.gravatar.com/avatar/2d46d7679b6c0c62d553ed8e227d67e2?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910961/data-table-is-not-generated-when-i-attempt-to-add-a-connection,10 views
Java servlets with failover database,0,danielmuler,"mysql,servlets,failover",0,https://www.gravatar.com/avatar/4f95475918d53db4c012c1e4c44ea5fa?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910957/java-servlets-with-failover-database,9 views
How to find the element who's xpath change dynamically?,0,venkatesh,"xpath,protractor",1,https://i.stack.imgur.com/JpPJQ.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910956/how-to-find-the-element-whos-xpath-change-dynamically,18 views
want to extract mobile numbers which is given in text without tags,0,dhananjay ghate,"python,beautifulsoup",1,https://lh5.googleusercontent.com/-hCRNaLCOgTs/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-hsRt5rQXIQ18hp3HE_q_LULAyszg/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910955/want-to-extract-mobile-numbers-which-is-given-in-text-without-tags,21 views
Is there any ERP theme or plugin for woocommerce?,-1,nsmdia,"wordpress,woocommerce,vendor",1,https://www.gravatar.com/avatar/44a856a7ea5f1d2b78cd02ad94ea10dd?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910951/is-there-any-erp-theme-or-plugin-for-woocommerce,11 views
"Broadcast Receiver becomes laggy over time, Is there any other alternatives about my code?",0,C Jay,android-studio,0,https://lh3.googleusercontent.com/-eef7DRZahfI/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZBClFIiuSCKdPKKlX9DrXsvu9YwQ/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910950/broadcast-receiver-becomes-laggy-over-time-is-there-any-other-alternatives-abou,9 views
Im using Animoji Studio from git hub but the memoji wont store,0,Andrew Howard,"swift,arkit",0,https://lh5.googleusercontent.com/-PzBPVAVojNo/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwca3IhTKyqRKxB04QB2zTu0AI_stOQ/mo/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910949/im-using-animoji-studio-from-git-hub-but-the-memoji-wont-store,15 views
TabLayout's children have position and size 0 when in Activity's onResume(),0,Marian Paździoch,"android,android-tablayout,onresume,activity-lifecycle",0,https://i.stack.imgur.com/BImS2.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910948/tablayouts-children-have-position-and-size-0-when-in-activitys-onresume,22 views
table header colspan and rowspan fix location scrollable,1,Andi Tsung,"html,css",1,https://www.gravatar.com/avatar/23be8df75f87e75e88f250f8c33ac2cc?s=32&d=identicon&r=PG,2 hours ago,https://stackoverflow.com/questions/53910940/table-header-colspan-and-rowspan-fix-location-scrollable,17 views
Grandnode error: Resource temporarily unavailable at System.Net.Dns.InternalGetHostByName(String hostName),0,Việt Tùng Nguyễn,docker,0,https://lh4.googleusercontent.com/-vW1xHPchiRE/AAAAAAAAAAI/AAAAAAAAA1A/v1qDMawULs8/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910939/grandnode-error-resource-temporarily-unavailable-at-system-net-dns-internalgeth,5 views
Cannot resize an SVG image in React Native app,0,davidesp,"javascript,reactjs,react-native,svg,expo",2,https://i.stack.imgur.com/cFHeZ.png?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910937/cannot-resize-an-svg-image-in-react-native-app,21 views
kubeadm throws “command not found” error. What to do?,0,anuja tol,"kubernetes,kubeadm",2,https://www.gravatar.com/avatar/72ffb649c955ed24b0b08ac925647cbe?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910934/kubeadm-throws-command-not-found-error-what-to-do,19 views
Cannot show video ads from Smaato Ads for my Android App,0,Carlos Botero,"android,ads,smaato",0,https://www.gravatar.com/avatar/fbbaac4116388108219df9e4170ba4e1?s=32&d=identicon&r=PG&f=1,2 hours ago,https://stackoverflow.com/questions/53910925/cannot-show-video-ads-from-smaato-ads-for-my-android-app,16 views
Trouble with calling API in Swift,0,Vũ Tinh Phan,"ios,swift,api,urlsession",1,https://lh5.googleusercontent.com/-e28eCKeamIU/AAAAAAAAAAI/AAAAAAAAGLE/gTcP0ytycyE/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910921/trouble-with-calling-api-in-swift,36 views
Carbon date parsing issue in laravel,0,Prafulla Kumar Sahu,"php,laravel,php-carbon",3,https://i.stack.imgur.com/ual5b.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910920/carbon-date-parsing-issue-in-laravel,33 views
Get first line from raw text using python,-1,Ragu Natarajan,"python,regex",3,https://i.stack.imgur.com/vJskB.jpg?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910919/get-first-line-from-raw-text-using-python,37 views
Android Development error “exposed beyond app through ClipData.Item.getUri” while sending a photo to mail,-1,Mike E,"android,android-developer-api",0,https://lh6.googleusercontent.com/-mdRWtwXlHGY/AAAAAAAAAAI/AAAAAAAAACI/1UMleqPJSs8/photo.jpg?sz=32,2 hours ago,https://stackoverflow.com/questions/53910917/android-development-error-exposed-beyond-app-through-clipdata-item-geturi-whil,10 views
mysql running using xampp but pip installing mysqlclient throws error EnvironmentError: mysql_config not found,0,Ciasto piekarz,"mysql,xampp,mysql-python",0,https://i.stack.imgur.com/tzd3h.png?s=32&g=1,2 hours ago,https://stackoverflow.com/questions/53910916/mysql-running-using-xampp-but-pip-installing-mysqlclient-throws-error-environmen,8 views
